scope,district_id,neighborhood,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
neighborhood,34-kadıköy,Bostancı,,2026-05-01,Uber Eats Trendyol Go,984,33617,32.9,27.2,36.8,46.7,14952.53,301719.62,7144654.93,25.0,12.46,"[{""label"": ""Uzun bekleme"", ""percent"": 14.6, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 7.4, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 8.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 8.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 15.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.6, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 28.4, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 41.2, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 18.9, ""color"": ""#F99F1B""}]",72.3,4.13,4.55,3.93,82.56,216.81,1896729,24,"[[67, 19, 18, 22, 35, 47, 16, 63, 33, 47, 77, 46, 66, 23, 43, 40, 100, 81, 28, 62, 53, 86, 28, 12], [96, 29, 13, 11, 73, 51, 85, 48, 59, 9, 43, 78, 78, 14, 67, 54, 48, 41, 88, 86, 83, 42, 12, 61], [64, 60, 51, 72, 21, 33, 16, 58, 46, 72, 57, 38, 62, 9, 26, 58, 7, 14, 59, 74, 9, 36, 64, 38], [29, 56, 78, 86, 40, 92, 52, 75, 11, 50, 40, 100, 86, 90, 55, 33, 47, 94, 39, 14, 45, 35, 9, 44], [28, 88, 71, 59, 34, 65, 63, 25, 51, 31, 99, 80, 86, 24, 95, 76, 12, 89, 42, 59, 82, 58, 71, 48], [13, 22, 55, 66, 32, 79, 6, 97, 71, 84, 59, 79, 87, 36, 89, 33, 87, 71, 28, 66, 36, 9, 95, 24], [50, 92, 45, 26, 72, 38, 94, 8, 88, 11, 32, 84, 50, 31, 22, 38, 40, 44, 60, 56, 68, 72, 99, 35]]",1359,21.42,2.59,"[{""platform_id"": 1, ""percent"": 16.3}, {""platform_id"": 2, ""percent"": 31.8}, {""platform_id"": 3, ""percent"": 51.9}]","[{""stars"": 5, ""percent"": 23.0, ""count"": 1304}, {""stars"": 4, ""percent"": 28.5, ""count"": 1730}, {""stars"": 3, ""percent"": 17.9, ""count"": 1450}, {""stars"": 2, ""percent"": 20.2, ""count"": 2376}, {""stars"": 1, ""percent"": 22.4, ""count"": 1415}]","[{""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 1}, {""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 20, ""avg_cost"": 43.92, ""monthly_revenue"": 6373, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.52, ""monthly_revenue"": 882094, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-kadıköy,Bostancı,,2026-05-01,Getir,2466,64459,35.0,34.9,29.5,30.4,5842.09,293251.15,6174908.86,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Bostancı,,2026-05-01,Yemeksepeti,526,50216,33.4,39.7,35.6,38.9,10187.11,167929.42,4772377.13,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Bostancı,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,2430,49204,32.1,30.3,32.7,40.1,5108.48,305864.74,3516144.61,17.16,13.37,"[{""label"": ""Uzun bekleme"", ""percent"": 5.6, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 21.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 9.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 28.5, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.2, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 15.8, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 48.2, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 10.9, ""color"": ""#F99F1B""}]",70.1,4.31,4.77,3.83,157.14,128.24,1503189,22,"[[59, 92, 16, 54, 20, 24, 25, 61, 85, 10, 9, 98, 26, 55, 15, 59, 59, 77, 48, 31, 42, 32, 27, 83], [47, 11, 95, 53, 88, 37, 54, 7, 7, 15, 51, 49, 19, 54, 59, 4, 64, 26, 72, 76, 88, 72, 86, 53], [45, 69, 33, 10, 79, 69, 32, 59, 57, 87, 42, 98, 15, 57, 51, 6, 64, 95, 53, 50, 54, 65, 34, 72], [48, 62, 51, 12, 61, 15, 40, 49, 25, 25, 43, 12, 38, 99, 89, 79, 18, 86, 96, 11, 77, 6, 84, 45], [31, 77, 6, 40, 9, 11, 38, 97, 41, 37, 17, 74, 18, 63, 58, 76, 33, 47, 11, 74, 31, 94, 64, 85], [8, 10, 54, 44, 69, 58, 92, 69, 91, 86, 79, 27, 30, 97, 32, 66, 81, 22, 6, 55, 29, 72, 7, 65], [54, 78, 56, 83, 67, 23, 80, 8, 11, 52, 38, 34, 90, 85, 75, 89, 43, 23, 70, 23, 35, 79, 58, 33]]",2900,17.49,3.3,"[{""platform_id"": 1, ""percent"": 45.9}, {""platform_id"": 2, ""percent"": 46.1}, {""platform_id"": 3, ""percent"": 8.0}]","[{""stars"": 5, ""percent"": 23.5, ""count"": 1541}, {""stars"": 4, ""percent"": 27.8, ""count"": 1833}, {""stars"": 3, ""percent"": 24.6, ""count"": 1405}, {""stars"": 2, ""percent"": 10.4, ""count"": 771}, {""stars"": 1, ""percent"": 14.6, ""count"": 1329}]","[{""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Geç"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 1}, {""text"": ""Tatsız"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 19, ""avg_cost"": 31.27, ""monthly_revenue"": 5695, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.14, ""monthly_revenue"": 1387576, ""churn_label"": ""ORTA""}}"
neighborhood,34-kadıköy,Bostancı,Balık & Deniz Ürünleri,2026-05-01,Getir,1915,64361,40.0,28.1,38.8,47.6,14401.59,350686.06,7882421.26,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Bostancı,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,1470,33090,46.3,36.2,34.9,33.1,13784.52,243336.59,3712185.85,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Bostancı,Börek,2026-05-01,Uber Eats Trendyol Go,616,56308,30.7,26.9,35.2,33.6,6308.29,197684.51,5008541.45,11.63,7.43,"[{""label"": ""Uzun bekleme"", ""percent"": 20.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 16.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 15.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 27.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 24.6, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 12.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 16.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 30.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 27.2, ""color"": ""#F99F1B""}]",88.6,4.05,4.73,3.74,124.66,197.89,610000,16,"[[51, 65, 71, 78, 49, 87, 70, 87, 97, 37, 23, 83, 46, 26, 40, 82, 56, 62, 24, 52, 78, 53, 15, 80], [84, 16, 26, 28, 73, 5, 46, 9, 70, 90, 94, 35, 32, 44, 6, 43, 25, 48, 71, 91, 49, 93, 100, 30], [84, 88, 74, 97, 54, 68, 28, 47, 19, 12, 83, 11, 97, 30, 87, 49, 76, 29, 61, 94, 50, 55, 34, 69], [74, 48, 53, 73, 48, 34, 90, 15, 98, 81, 92, 34, 48, 49, 87, 58, 87, 42, 98, 25, 83, 21, 64, 88], [62, 72, 26, 29, 55, 74, 12, 34, 14, 38, 35, 43, 20, 4, 36, 25, 43, 82, 100, 32, 97, 81, 62, 59], [71, 37, 89, 88, 70, 36, 82, 7, 9, 5, 52, 90, 9, 84, 28, 22, 97, 27, 82, 52, 78, 75, 82, 30], [18, 92, 98, 43, 45, 52, 93, 58, 23, 45, 27, 71, 26, 85, 49, 17, 84, 52, 42, 99, 52, 96, 46, 32]]",502,16.72,3.37,"[{""platform_id"": 1, ""percent"": 25.4}, {""platform_id"": 2, ""percent"": 33.9}, {""platform_id"": 3, ""percent"": 40.7}]","[{""stars"": 5, ""percent"": 16.4, ""count"": 2352}, {""stars"": 4, ""percent"": 28.9, ""count"": 1712}, {""stars"": 3, ""percent"": 25.6, ""count"": 1982}, {""stars"": 2, ""percent"": 19.0, ""count"": 1228}, {""stars"": 1, ""percent"": 6.8, ""count"": 646}]","[{""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 1}]","{""restaurant_courier"": {""fee"": 28, ""avg_cost"": 34.63, ""monthly_revenue"": 7362, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 29.56, ""monthly_revenue"": 1171335, ""churn_label"": ""ORTA""}}"
neighborhood,34-kadıköy,Bostancı,Börek,2026-05-01,Getir,2354,75104,43.4,41.0,38.0,40.2,4934.76,202219.29,6967896.05,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Bostancı,Börek,2026-05-01,Yemeksepeti,1652,68745,32.0,29.5,40.7,26.4,4559.38,306314.92,6071789.26,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Bostancı,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,1267,31760,44.8,31.6,37.0,43.7,4739.92,281433.33,6519079.76,24.28,13.27,"[{""label"": ""Uzun bekleme"", ""percent"": 8.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 21.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 12.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 10.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.0, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 14.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 19.6, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 36.4, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 13.4, ""color"": ""#F99F1B""}]",86.8,4.72,4.69,3.7,95.69,250.76,1397636,18,"[[18, 84, 99, 72, 27, 87, 43, 77, 93, 96, 28, 96, 23, 74, 99, 90, 31, 24, 46, 45, 62, 87, 41, 41], [43, 46, 84, 57, 78, 34, 51, 72, 32, 51, 36, 13, 11, 94, 29, 25, 97, 59, 63, 74, 74, 62, 80, 58], [94, 57, 19, 19, 34, 4, 16, 36, 40, 42, 41, 18, 10, 43, 75, 99, 57, 71, 83, 6, 58, 32, 62, 54], [54, 12, 97, 37, 36, 93, 71, 79, 10, 53, 44, 78, 33, 62, 83, 32, 4, 12, 31, 91, 90, 16, 11, 46], [95, 62, 17, 59, 76, 97, 81, 42, 32, 76, 15, 94, 71, 97, 45, 100, 53, 75, 59, 100, 64, 42, 87, 73], [87, 40, 61, 46, 70, 54, 97, 22, 100, 15, 71, 66, 46, 40, 91, 6, 85, 59, 100, 44, 66, 4, 94, 23], [23, 41, 46, 75, 48, 23, 62, 67, 19, 34, 5, 87, 48, 82, 100, 64, 58, 17, 73, 87, 99, 8, 18, 50]]",2028,17.48,2.31,"[{""platform_id"": 1, ""percent"": 25.3}, {""platform_id"": 2, ""percent"": 47.5}, {""platform_id"": 3, ""percent"": 27.3}]","[{""stars"": 5, ""percent"": 14.2, ""count"": 1978}, {""stars"": 4, ""percent"": 25.4, ""count"": 1535}, {""stars"": 3, ""percent"": 15.8, ""count"": 2206}, {""stars"": 2, ""percent"": 14.2, ""count"": 1470}, {""stars"": 1, ""percent"": 21.8, ""count"": 1293}]","[{""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 5}, {""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 1}]","{""restaurant_courier"": {""fee"": 15, ""avg_cost"": 25.96, ""monthly_revenue"": 4030, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 30.63, ""monthly_revenue"": 940978, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-kadıköy,Bostancı,Çiğ Köfte,2026-05-01,Getir,2447,72542,42.1,43.3,38.7,44.7,14619.18,345527.03,3248588.11,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kadıköy,Bostancı,Çiğ Köfte,2026-05-01,Yemeksepeti,1664,28241,32.0,42.7,32.6,46.3,12697.33,160894.8,7687259.12,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kağıthane,Çağlayan,,2026-05-01,Uber Eats Trendyol Go,2495,31229,39.9,39.4,41.7,44.5,7884.47,198129.16,4429317.46,14.77,7.77,"[{""label"": ""Uzun bekleme"", ""percent"": 25.6, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.6, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 21.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 9.5, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 7.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 19.5, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 20.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 38.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 15.2, ""color"": ""#F99F1B""}]",83.1,4.33,4.6,3.06,128.3,270.95,1916876,16,"[[4, 6, 16, 80, 7, 77, 30, 75, 64, 87, 56, 90, 88, 87, 14, 84, 88, 100, 43, 63, 28, 30, 27, 93], [20, 11, 89, 55, 99, 89, 29, 85, 32, 77, 82, 51, 88, 32, 39, 17, 4, 34, 99, 99, 37, 96, 49, 48], [92, 96, 48, 11, 17, 37, 47, 30, 11, 90, 66, 88, 100, 87, 84, 31, 100, 10, 7, 26, 21, 79, 4, 10], [89, 60, 60, 35, 65, 88, 88, 59, 45, 51, 51, 8, 40, 43, 97, 54, 27, 26, 5, 90, 28, 55, 81, 80], [79, 46, 64, 95, 48, 35, 70, 9, 86, 26, 81, 78, 79, 17, 96, 94, 27, 85, 6, 20, 70, 10, 24, 13], [33, 26, 91, 55, 39, 94, 4, 14, 96, 17, 54, 57, 21, 69, 83, 23, 60, 77, 86, 91, 34, 94, 11, 73], [15, 90, 49, 45, 49, 8, 63, 75, 58, 16, 95, 35, 90, 10, 71, 45, 69, 94, 99, 98, 50, 6, 90, 10]]",972,28.72,2.67,"[{""platform_id"": 1, ""percent"": 35.1}, {""platform_id"": 2, ""percent"": 47.6}, {""platform_id"": 3, ""percent"": 17.2}]","[{""stars"": 5, ""percent"": 33.2, ""count"": 1923}, {""stars"": 4, ""percent"": 28.0, ""count"": 2069}, {""stars"": 3, ""percent"": 27.2, ""count"": 591}, {""stars"": 2, ""percent"": 19.3, ""count"": 2340}, {""stars"": 1, ""percent"": 20.0, ""count"": 1417}]","[{""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 5}, {""text"": ""Yağlı"", ""weight"": 3}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Soğuk"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 39.61, ""monthly_revenue"": 7697, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 29.57, ""monthly_revenue"": 1300838, ""churn_label"": ""ORTA""}}"
neighborhood,34-kağıthane,Çağlayan,,2026-05-01,Getir,1254,75870,32.2,28.8,30.5,31.0,10831.88,290828.86,6739954.42,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kağıthane,Çağlayan,,2026-05-01,Yemeksepeti,1875,43427,32.3,32.1,36.4,46.6,10181.75,304195.09,3780337.31,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kağıthane,Çağlayan,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,2260,67510,37.2,27.6,39.1,31.1,4341.12,348901.08,5738161.89,16.78,14.79,"[{""label"": ""Uzun bekleme"", ""percent"": 16.5, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 15.6, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 9.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 21.0, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 14.1, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 22.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 16.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 24.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 25.0, ""color"": ""#F99F1B""}]",79.6,4.22,4.9,3.39,163.42,131.63,753699,28,"[[14, 62, 33, 56, 76, 94, 56, 47, 36, 11, 84, 29, 45, 59, 69, 62, 100, 42, 95, 21, 82, 13, 21, 78], [95, 29, 6, 41, 29, 15, 14, 90, 92, 33, 8, 15, 22, 13, 49, 50, 9, 8, 18, 64, 84, 77, 24, 21], [45, 98, 58, 56, 87, 38, 13, 71, 65, 37, 23, 81, 39, 95, 74, 74, 8, 52, 39, 85, 90, 9, 54, 70], [45, 73, 5, 88, 84, 53, 92, 80, 75, 38, 34, 42, 85, 79, 50, 81, 65, 80, 49, 70, 25, 90, 34, 23], [42, 64, 12, 15, 38, 59, 20, 84, 61, 64, 22, 4, 73, 90, 10, 62, 86, 79, 42, 73, 29, 44, 51, 28], [73, 14, 5, 54, 59, 54, 15, 26, 74, 17, 52, 39, 19, 32, 27, 92, 7, 76, 93, 91, 54, 30, 85, 44], [73, 92, 62, 77, 23, 13, 22, 83, 46, 82, 15, 58, 5, 33, 76, 80, 74, 80, 89, 73, 80, 7, 50, 86]]",1178,17.02,3.49,"[{""platform_id"": 1, ""percent"": 28.0}, {""platform_id"": 2, ""percent"": 45.7}, {""platform_id"": 3, ""percent"": 26.3}]","[{""stars"": 5, ""percent"": 31.9, ""count"": 1107}, {""stars"": 4, ""percent"": 16.7, ""count"": 1174}, {""stars"": 3, ""percent"": 17.3, ""count"": 2106}, {""stars"": 2, ""percent"": 25.4, ""count"": 1686}, {""stars"": 1, ""percent"": 6.6, ""count"": 701}]","[{""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Az porsiyon"", ""weight"": 4}, {""text"": ""Bayat"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Kötü"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 21, ""avg_cost"": 31.69, ""monthly_revenue"": 6374, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 28.07, ""monthly_revenue"": 1107103, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-kağıthane,Çağlayan,Balık & Deniz Ürünleri,2026-05-01,Getir,631,20641,29.5,42.0,29.0,42.3,7356.92,225114.98,3788312.87,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kağıthane,Çağlayan,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,950,23712,43.5,27.2,42.4,26.1,10614.89,152347.17,3015190.39,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kağıthane,Çağlayan,Börek,2026-05-01,Uber Eats Trendyol Go,1994,33554,40.6,33.8,41.1,41.5,10211.53,317042.28,6377335.96,18.15,12.21,"[{""label"": ""Uzun bekleme"", ""percent"": 8.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 20.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 23.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 24.4, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 15.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 12.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 23.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 49.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 29.2, ""color"": ""#F99F1B""}]",76.2,4.14,4.71,3.01,82.93,128.55,729489,17,"[[83, 66, 12, 65, 45, 94, 63, 54, 27, 69, 31, 60, 81, 52, 67, 50, 52, 55, 32, 93, 62, 54, 34, 98], [61, 29, 28, 46, 36, 63, 22, 98, 39, 7, 12, 71, 80, 12, 50, 83, 94, 83, 16, 5, 75, 91, 47, 57], [99, 99, 85, 72, 70, 52, 18, 46, 51, 51, 28, 44, 13, 99, 34, 45, 90, 97, 77, 24, 11, 62, 54, 57], [66, 80, 70, 92, 70, 83, 79, 56, 69, 36, 21, 67, 46, 99, 75, 41, 90, 84, 53, 54, 85, 20, 29, 42], [38, 80, 54, 27, 21, 62, 73, 64, 53, 14, 70, 93, 65, 4, 48, 65, 7, 71, 19, 11, 78, 13, 30, 42], [29, 42, 22, 78, 57, 57, 43, 31, 16, 23, 18, 68, 85, 73, 45, 18, 71, 23, 15, 98, 88, 55, 37, 22], [10, 5, 10, 81, 4, 79, 72, 61, 90, 90, 72, 52, 80, 60, 24, 72, 4, 82, 80, 51, 61, 71, 91, 18]]",587,16.99,2.0,"[{""platform_id"": 1, ""percent"": 23.7}, {""platform_id"": 2, ""percent"": 49.6}, {""platform_id"": 3, ""percent"": 26.7}]","[{""stars"": 5, ""percent"": 11.6, ""count"": 1578}, {""stars"": 4, ""percent"": 18.9, ""count"": 1638}, {""stars"": 3, ""percent"": 23.9, ""count"": 2168}, {""stars"": 2, ""percent"": 28.8, ""count"": 1953}, {""stars"": 1, ""percent"": 8.8, ""count"": 1287}]","[{""text"": ""Geç"", ""weight"": 5}, {""text"": ""Az porsiyon"", ""weight"": 4}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 26, ""avg_cost"": 25.72, ""monthly_revenue"": 7661, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.91, ""monthly_revenue"": 1354497, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-kağıthane,Çağlayan,Börek,2026-05-01,Getir,755,32236,45.0,29.3,28.2,45.4,4755.35,291941.98,5319058.52,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kağıthane,Çağlayan,Börek,2026-05-01,Yemeksepeti,1378,25748,26.0,25.4,41.4,44.8,8362.01,172215.15,5913722.36,,,,,,,,,,,,,,,,,,,,
neighborhood,34-kağıthane,Çağlayan,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,1611,69581,38.5,31.4,33.7,49.9,11542.23,296890.23,6263717.89,17.32,7.54,"[{""label"": ""Uzun bekleme"", ""percent"": 19.3, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 25.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 9.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 20.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 15.0, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 18.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 12.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 21.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 26.6, ""color"": ""#F99F1B""}]",83.3,4.02,4.88,2.99,86.21,172.73,1765467,20,"[[73, 27, 18, 16, 32, 49, 83, 19, 84, 54, 17, 28, 55, 48, 66, 5, 45, 78, 41, 93, 74, 25, 92, 80], [25, 82, 70, 36, 62, 74, 28, 47, 5, 17, 56, 79, 32, 81, 90, 34, 29, 86, 59, 16, 45, 76, 9, 62], [27, 59, 58, 86, 86, 94, 89, 98, 96, 65, 12, 56, 21, 89, 44, 53, 23, 52, 59, 99, 49, 65, 72, 17], [53, 51, 62, 40, 51, 69, 6, 22, 68, 86, 20, 39, 9, 97, 85, 21, 91, 97, 16, 8, 14, 79, 90, 26], [28, 96, 63, 10, 23, 57, 54, 77, 90, 17, 80, 18, 50, 66, 25, 53, 47, 24, 88, 85, 96, 16, 92, 30], [59, 48, 91, 93, 24, 98, 37, 30, 76, 42, 30, 46, 58, 86, 73, 87, 36, 94, 6, 8, 55, 94, 48, 94], [72, 52, 13, 47, 68, 36, 33, 47, 75, 87, 91, 19, 43, 83, 12, 91, 68, 71, 85, 22, 41, 30, 59, 98]]",2485,22.11,3.42,"[{""platform_id"": 1, ""percent"": 16.5}, {""platform_id"": 2, ""percent"": 34.4}, {""platform_id"": 3, ""percent"": 49.0}]","[{""stars"": 5, ""percent"": 19.7, ""count"": 821}, {""stars"": 4, ""percent"": 17.5, ""count"": 1815}, {""stars"": 3, ""percent"": 16.3, ""count"": 817}, {""stars"": 2, ""percent"": 12.1, ""count"": 839}, {""stars"": 1, ""percent"": 23.1, ""count"": 1301}]","[{""text"": ""Tatsız"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 4}, {""text"": ""Yağlı"", ""weight"": 5}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 1}, {""text"": ""Lezzetsiz"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 18, ""avg_cost"": 32.98, ""monthly_revenue"": 5184, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 29.08, ""monthly_revenue"": 823987, ""churn_label"": ""DÜŞÜK""}}"
